index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,join_year,director,cast,country,date_added,rating,duration,listed_in
798,tm54371,Mugamoodi,MOVIE,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.,2012,,162,tt2367996,5.1,1176.0,mugamoodi,2012.0,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,"October 1, 2018",TV-14,150 min,"Action & Adventure, International Movies"
799,tm38013,Players,MOVIE,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2012,,165,tt1784589,4.2,4490.0,players,2012.0,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",India,"July 5, 2020",TV-14,162 min,"Action & Adventure, International Movies"
800,tm39606,Tere Naal Love Ho Gaya,MOVIE,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",2012,PG,126,tt2130242,5.8,4359.0,tere naal love ho gaya,2012.0,Mandeep Kumar,"Riteish Deshmukh, Genelia D'Souza, Tinnu Anand, Om Puri, Smita Jaykar, Chitrashi Rawat, Navin Prabhakar, Kartar Cheema",India,"August 2, 2018",TV-14,127 min,"Comedies, International Movies, Romantic Movies"
802,tm66725,Kalakalappu,MOVIE,"A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.",2012,G,149,tt2262126,6.9,1342.0,kalakalappu,2012.0,Sundar C.,"Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala",India,"November 1, 2018",TV-14,154 min,"Comedies, International Movies, Music & Musicals"
804,tm48579,Katt Williams: Kattpacalypse,MOVIE,"Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama. Katt Williams has been the best selling urban comic in the last 10 years and proved to have explosive sales across all platforms from DVD to tours.",2012,R,60,tt2370686,5.5,635.0,katt williams: kattpacalypse,2012.0,Marcus Raboy,Katt Williams,United States,"July 3, 2018",TV-MA,61 min,Stand-Up Comedy
805,tm159593,No One Killed Jessica,MOVIE,The true story of model Jessica Lall who was shot dead in a restaurant and the campaign to bring her killer to justice.,2011,PG-13,136,tt1734110,7.2,11665.0,no one killed jessica,2011.0,Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Mohammed Zeeshan Ayyub, Bubbles Sabharwal, Satyadeep Misra, Yogendra Tikku, Geeta Sudan",India,"November 1, 2018",TV-MA,131 min,"Dramas, International Movies"
806,tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,"On-the-run from the London mafia, Omi returns to his ancestral village â€“ a place heâ€™d flown from with his grandadâ€™s money and grander â€˜London Dreamsâ€™. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, â€˜Chicken Khuranaâ€™?",2012,PG,140,tt2186933,6.6,3905.0,luv shuv tey chicken khurana,2012.0,Sameer Sharma,"Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri",India,"October 1, 2018",TV-14,129 min,"Comedies, International Movies, Romantic Movies"
807,tm167241,Ragini MMS,MOVIE,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",2011,PG-13,93,tt1890513,5.1,2617.0,ragini mms,2011.0,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",India,"August 27, 2021",TV-MA,93 min,"Horror Movies, International Movies"
809,tm50798,10 jours en or,MOVIE,French movie written and directed by Nicolas Brossette and starring Franck Dubosc.,2012,,95,tt1729630,6.0,1003.0,10 jours en or,2012.0,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,"July 1, 2017",TV-14,97 min,"Comedies, Dramas, International Movies"
810,tm31948,26 Years,MOVIE,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.",2012,,135,tt2551894,6.3,1178.0,26 years,2012.0,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,"October 1, 2017",TV-MA,135 min,"Dramas, International Movies, Thrillers"
811,tm179451,7 Khoon Maaf,MOVIE,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",2011,,148,tt1629376,6.2,5919.0,7 khoon maaf,2011.0,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,"August 2, 2018",TV-MA,148 min,"Dramas, International Movies, Thrillers"
812,tm162592,Asmaa,MOVIE,A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,2011,,96,tt1826603,8.1,4445.0,asmaa,2011.0,Amr Salama,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",Egypt,"May 20, 2021",TV-14,92 min,"Dramas, International Movies"
814,ts41114,The Oath,SHOW,"The Oath is a medical drama produced by Wawa Pictures. The drama follows a Chinese physician and a Western doctor on a complex medical case.

The series premiered in Singapore on 25 October 2011, on Mediacorp Channel 8. This drama is the first Wawa Pictures drama to be broadcast on Channel 8.

This drama will be encored from 16 May 2012 at 5.30pm. It will end on 12 June 2012.",2011,TV-14,44,tt7131686,7.9,9.0,the oath,2011.0,,"Christopher Lee, Jesseca Liu, Ann Kok, Kate Pang, Zhang Zhenhuan, Richard Low",Singapore,"July 1, 2017",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
815,tm30278,Vettai,MOVIE,Guru always helps his timid brother win accolades and promotions in his career as a policeman. But a brutal incident makes Guru realise that he needs to help his brother in another way.,2012,,150,tt1956697,6.0,2433.0,vettai,2012.0,N. Linguswamy,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar",India,"October 1, 2018",TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals"
817,tm48239,Ek Main Aur Ekk Tu,MOVIE,"Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.",2012,PG,110,tt1703958,5.8,6754.0,ek main aur ekk tu,2012.0,Shakun Batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",India,"October 1, 2018",TV-14,106 min,"Comedies, International Movies, Romantic Movies"
818,tm56734,Last Flight to Abuja,MOVIE,Mid-air difficulties force a Nigerian commercial plane into an emergency landing with devastating consequences.,2012,,81,tt2287851,4.5,347.0,last flight to abuja,2012.0,Obi Emelonye,"Omotola Jalade-Ekeinde, Hakeem Kae-Kazim, Jim Iyke, Ali Nuhu, Jide Kosoko, Anthony Monjaro, Jennifer Oguzie, Uru Eke, Celine Loader","Nigeria, United Kingdom","June 16, 2020",TV-14,76 min,"Dramas, International Movies"
819,tm166810,Michael,MOVIE,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,PG-13,97,tt1754202,5.3,167.0,michael,2011.0,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,"July 5, 2020",TV-MA,86 min,"Dramas, Independent Movies, International Movies"
820,tm172353,Bbuddah Hoga Terra Baap,MOVIE,"After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.",2011,PG-13,118,tt1869296,5.6,2884.0,bbuddah hoga terra baap,2011.0,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,"July 5, 2020",TV-14,116 min,"Action & Adventure, Comedies, Dramas"
821,tm169053,Shor in the City,MOVIE,Various residents and career-criminals face challenges in crime-laden Mumbai.,2011,PG,107,tt1916728,7.2,3708.0,shor in the city,2011.0,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",India,"August 27, 2021",TV-14,106 min,"Comedies, Dramas, Independent Movies"
823,tm34142,Department,MOVIE,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,2012,R,141,tt2186731,3.2,1049.0,department,2012.0,Ram Gopal Varma,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi",India,"July 27, 2021",TV-MA,143 min,"Action & Adventure, International Movies"
825,tm38331,The Mistress,MOVIE,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.",2012,PG-13,125,tt2389344,6.3,359.0,the mistress,2012.0,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,"February 27, 2019",TV-MA,132 min,"Dramas, International Movies, Romantic Movies"
826,ts32460,Inborn Pair,SHOW,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2011,TV-14,43,tt6357282,7.1,108.0,inborn pair,2011.0,,"Annie Chen, Chris Wang, Hsieh Kun Da, Puff Kuo, Jennifer Hong",Taiwan,"November 1, 2016",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
827,tm44615,Ferrari Ki Sawaari,MOVIE,"A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits",2012,G,140,tt2122340,6.4,5411.0,ferrari ki sawaari,2012.0,Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal, Deepak Shirke, Satyadeep Misra, Aakash Dabhade, Nilesh Diwekar, Vidya Balan",India,"April 1, 2021",TV-PG,133 min,"Comedies, International Movies, Sports Movies"
828,tm182026,Zokkomon,MOVIE,"An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.",2011,PG,109,tt1605790,3.9,407.0,zokkomon,2011.0,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis, Tinnu Anand, Sheeba Chaddha, S.M. Zaheer, Aayam Mehta, Gargi Datar, Jai Vyas",India,"November 1, 2018",PG,104 min,"Children & Family Movies, Dramas"
829,ts32561,Office Girls,SHOW,"Office Girls, is a 2011 Taiwanese drama starring Roy Chiu, Alice Ko, James Wen, Tia/Keiko, and Patrick Lee. It started filming in July 2011.

It was first broadcast in Taiwan on free-to-air Taiwan Television every Sunday at 22:00 from 21 August 2011, and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.",2011,TV-14,46,tt4381290,6.9,140.0,office girls,2011.0,Hsu Fu-chun,"Roy Chiu, Alice Ko, Tia Lee, Patrick Lee, Kuo Shu-yao, James Wen, Janel Tsai",Taiwan,"August 3, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
831,tm60213,One More Try,MOVIE,A woman and her ex consider pregnancy to create a donor for their sick child.,2012,,100,tt2590280,5.9,202.0,one more try,2012.0,Ruel S. Bayani,"Angel Locsin, Angelica Panganiban, Dingdong Dantes, Zanjoe Marudo, Miguel Vergara, Gina Pareño, Carmina Villarroel, Agot Isidro",Philippines,"November 5, 2020",TV-14,102 min,"Dramas, International Movies, Romantic Movies"
832,tm70652,Thaandavam,MOVIE,A blind man with his 'Echolocation' power takes on a revenge mission.,2012,,167,tt5249376,6.1,2034.0,thaandavam,2012.0,Vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",India,"October 1, 2018",TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals"
833,tm42306,Aiyyaa,MOVIE,"Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.",2012,G,146,tt2255934,4.3,1871.0,aiyyaa,2012.0,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,"July 5, 2020",TV-14,151 min,"Comedies, International Movies, Music & Musicals"
834,tm53360,Blood Money,MOVIE,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",2012,PG,110,tt2246595,5.1,1533.0,blood money,2012.0,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",India,"July 5, 2020",TV-14,110 min,"Dramas, International Movies, Romantic Movies"
835,tm69915,Heroine,MOVIE,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,2012,,140,tt1949548,5.0,4312.0,heroine,2012.0,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Divya Dutta, Govind Namdeo, Sanjay Suri, Mugdha Godse, Shahana Goswami, Ranvir Shorey, Lillete Dubey",India,"November 1, 2018",TV-MA,143 min,"Dramas, International Movies"
