index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,director,cast,country,date_added,rating,duration,listed_in
4761,tm1084966,Django & Django,MOVIE,"An homage to Italian director Sergio Corbucci of the 1960s and contemporary director Quentin Tarantino, recounting a memorable period in Italian cinema with the sensibility of today.",2021,,80,tt15119170,6.9,873.0,django & django,,,,,,,
4764,ts289620,House of Secrets: The Burari Deaths,SHOW,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",2021,TV-MA,45,tt14167390,7.4,9504.0,house of secrets: the burari deaths,,,,,,,
4765,tm1106212,Photocopier,MOVIE,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",2021,,130,tt13729220,6.8,2815.0,photocopier,,,,,,,
4767,ts319333,Tiger King: The Doc Antle Story,SHOW,"A lifelong showman, Bhagavan â€œDocâ€ Antle has built his various careers on theatrics, attracting a slew of admirers along the way. But beneath the eccentric, animal-loving facade lies a predator far more dangerous than his beloved big cats and a man shadier than any of his Tiger King counterparts.",2021,TV-MA,42,tt16307970,6.2,1330.0,tiger king: the doc antle story,,,,,,,
4768,ts313668,Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,tt15614372,8.699999999999998,7595.0,tear along the dotted line,,,,,,,
4771,tm1049155,Bordertown: The Mural Murders,MOVIE,"A mural painted with blood is found on the wall of Pasila train station, which depicts Finland's best-known serial killer Lasse Maasalo. The text in the mural, â€œMaking the world a better placeâ€, is linked to a voting circulating in social media, where people can vote for persons that world would be a better place without. Soon the first body is found and Sorjonen must find the person who has named himself as The Judge.",2021,,107,tt15393650,6.2,2074.0,bordertown: the mural murders,,,,,,,
4774,ts306322,The Unlikely Murderer,SHOW,"After the assassination of prime minister Olof Palme in 1986, Stig EngstrÃ¶m managed to elude justice right up to his death through a combination of audacity, luck, and a perplexed police force.",2021,TV-MA,46,tt13735930,7.0,3954.0,the unlikely murderer,,,,,,,
4775,tm675820,A Boy Called Christmas,MOVIE,"In this origin story of Father Christmas, an ordinary boy (with a loyal pet mouse and a reindeer at his side) sets out on an extraordinary adventure to find his father who is on a quest to discover the fabled village of Elfhelm.",2021,PG,106,tt10187208,6.7,20838.0,a boy called christmas,,,,,,,
4776,tm1150256,Tall Girl 2,MOVIE,"After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall"".",2022,,97,tt16085592,4.7,3916.0,tall girl 2,,,,,,,
4778,ts341760,Byron Baes,SHOW,"Australian influencers flock to Byron Bay for its warm, beachy beauty and cool, creative vibe. Follow these friends as they negotiate life and love.",2022,TV-MA,45,tt14537060,2.6,445.0,byron baes,,,,,,,
4781,ts310376,"Sex, Love & Goop",SHOW,Courageous couples head for more pleasurable sex and deeper intimacy with help from Gwyneth Paltrow and a team of experts in this reality series.,2021,TV-MA,35,tt15470160,4.8,713.0,"sex, love & goop",,,,,,,
4782,ts280693,Thomas & Friends: All Engines Go!,SHOW,"In a reboot of the classic TV series, a younger Thomas The Tank Engine goes on adventures with all of his friends, as they work on The Island Of Sodor.",2021,TV-Y,11,tt14556544,1.7,509.0,thomas & friends: all engines go!,,,,,,,
4783,ts293814,Sparking Joy with Marie Kondo,SHOW,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life and shares her own world.",2021,TV-PG,20,tt14550060,6.2,341.0,sparking joy with marie kondo,,,,,,,
4784,ts296129,Elite Short Stories: GuzmÃ¡n Caye Rebe,SHOW,"Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",2021,TV-MA,12,tt14668192,7.4,2254.0,elite short stories: guzmã¡n caye rebe,,,,,,,
4785,ts320557,Elite Short Stories: Patrick,SHOW,"Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.",2021,TV-MA,12,tt16306836,6.1,671.0,elite short stories: patrick,,,,,,,
4789,tm1127479,Cobalt Blue,MOVIE,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",2022,,112,tt15314640,6.7,952.0,cobalt blue,,,,,,,
4790,ts320502,Getting Curious with Jonathan Van Ness,SHOW,Jonathan Van Ness lets curiosity lead the way while roving from snacks to wigs in this podcast spinoff chock-full of experts and special guests.,2022,TV-MA,26,tt16584084,7.0,494.0,getting curious with jonathan van ness,,,,,,,
4791,ts317297,The Orbital Children,SHOW,"In 2045, two children born on the moon and three kids from Earth try to survive after an accident on their space station leaves them stranded.",2022,TV-14,32,tt13351614,6.4,497.0,the orbital children,,,,,,,
4795,ts320183,Singleâ€™s Inferno,SHOW,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",2021,TV-PG,64,tt16283666,7.2,1460.0,singleâ€™s inferno,,,,,,,
4796,tm1003725,A Castle for Christmas,MOVIE,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",2021,,98,tt13070602,5.5,11727.0,a castle for christmas,,,,,,,
4799,ts301914,Inspector Koo,SHOW,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",2021,TV-14,69,tt14731794,6.9,534.0,inspector koo,,,,,,,
4803,ts317612,Love is Blind: Japan,SHOW,"In this reality dating series, marriage-minded singles in Japan meet, date and get engaged before ever setting eyes on each other.",2022,TV-PG,57,tt15943826,7.1,394.0,love is blind: japan,,,,,,,
4804,ts308511,Back to 15,SHOW,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past? Starring Maisa.",2022,TV-14,39,tt15301854,6.6,574.0,back to 15,,,,,,,
4805,tm1166015,The Invisible Thread,MOVIE,The teenage son of two fathers makes a documentary film about his parents but is surprised when a real-life plot twist occurs in his family.,2022,,109,tt14540892,6.6,1432.0,the invisible thread,,,,,,,
4806,ts188861,Battle Kitty,SHOW,"In a futuristic-medieval world, warriors must find and defeat all the monsters on Battle Island, collecting their coveted keys in order to become 'Champion'. Cut to Kitty and Orc, two best friends on a mission to help Kitty become Champion their way through cuteness and friendship. The two embark on the journey to Championhood, facing many obstacles and naysayers only to discover a surprise waiting for them at the Ancient Ruins.",2022,TV-Y7,32,tt10050740,7.4,60.0,battle kitty,,,,,,,
4807,ts308689,Misfit: The Series,SHOW,"The Misfits are in for a wild year as they prepare a school musical. But when the strict new headmaster bans the show, it's up to Julia to save the day.",2021,,24,tt15517928,7.2,72.0,misfit: the series,,,,,,,
4808,tm1096769,Lead Me Home,MOVIE,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.,2021,,40,tt15339848,7.1,,lead me home,,,,,,,
4809,ts269286,Once Upon a Time... Happily Never After,SHOW,"A tragically separated couple must find each other in another life to break a spell on their town, but the arrival of two tourists threaten their chance.",2022,TV-MA,30,tt13560186,5.4,437.0,once upon a time... happily never after,,,,,,,
4810,ts320075,Aranyak,SHOW,"After a foreign teenage tourist goes missing in a misty village, Kasturi, a frazzled local cop, is forced to team up with her city-bred successor, Angad, on a high-profile case that unearths skeletons and resurrects a long-forgotten legend of a savage serial killer in the woods.",2021,TV-MA,41,tt14167344,7.9,7629.0,aranyak,,,,,,,
4812,tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the flock inadvertently leads to Timmy going missing. Can Shaun get Timmy back before he becomes someone elseâ€™s present?,2021,G,30,tt15857304,7.3,1448.0,shaun the sheep: the flight before christmas,,,,,,,
4814,ts296091,Elite Short Stories: Nadia GuzmÃ¡n,SHOW,"Nadia feels conflicted about whether or not to see her long distance boyfriend, GuzmÃ¡n, when she returns to Spain for her sister's wedding.",2021,TV-MA,11,tt14671790,6.3,1851.0,elite short stories: nadia guzmã¡n,,,,,,,
4815,tm1083068,Operation Hyacinth,MOVIE,"Poland, 1985: Not satisfied with the result of a murder investigation, a young officer in communist Warsaw sets out on his own to discover the truth.",2021,,112,tt14315584,6.7,2802.0,operation hyacinth,,,,,,,
4816,tm1102891,Grudge,MOVIE,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",2021,,104,tt13717980,5.5,4185.0,grudge,,,,,,,
4817,tm1137862,Four to Dinner,MOVIE,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",2022,,104,tt14247286,6.3,2913.0,four to dinner,,,,,,,
4818,ts72196,Swap Shop,SHOW,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30,tt15674202,6.7,325.0,swap shop,,,,,,,
4820,ts310331,Twenty Somethings: Austin,SHOW,"Set in Austin, Texas, this growing-up reality show is where twenty-somethings find love, friendship and embark on a new adventure: life.",2021,TV-MA,30,tt15204216,6.0,427.0,twenty somethings: austin,,,,,,,
4821,tm960924,Kuthiraivaal,MOVIE,"An alcoholic bank employee Freud (38) from Chennai has to solve a strange mystery: why did he wake up one morning with a horse's tail? To figure out the mystery behind the horse's tail, he embarks on a journey through his dreams, illusions and memories encountering several peculiar characters. A transient woman Van Gogh takes us to a time when dawn broke over trees and mountains, not houses of stone. Meanwhile, there is a brutal murder, with the identity of the victim and perpetrator a riddle.",2021,,125,tt13022626,6.4,150.0,kuthiraivaal,,,,,,,
4822,tm998188,More the Merrier,MOVIE,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,2021,,112,tt6925902,5.4,3080.0,more the merrier,,,,,,,
4827,ts239188,Kitz,SHOW,"A year after the tragic death of her brother, Lisi enters the decadent world of a Munich clique at a ski resort, but soon she kicks off an avalanche that reveals the truth behind the facade full of glamor, money and hedonism.",2021,TV-MA,44,tt12104930,5.7,2302.0,kitz,,,,,,,
4830,tm991351,PelÃ©,MOVIE,"Against the backdrop of a turbulent era in Brazil, this documentary captures PelÃ©'s extraordinary path from breakthrough talent to national hero. Mixing rare archival footage and exclusive interviews, this documentary celebrates the legendary Brazilian footballer who personified football as art.",2021,PG-13,108,tt13842562,7.0,4169.0,pelã©,,,,,,,
4831,tm813372,Etharkkum Thunindhavan,MOVIE,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",2022,,151,tt10340562,7.2,9968.0,etharkkum thunindhavan,,,,,,,
4833,tm972519,Don't Kill Me,MOVIE,"19-year-old Mirta dies of drug overdose with her lover Robin. She then resuscitates alone and finds out that, in order to keep living, she must eat living humans.",2021,,90,tt11116374,4.3,1611.0,don't kill me,,,,,,,
4834,ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,"Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.",2021,,13,tt16156744,6.2,655.0,elite short stories: phillipe caye felipe,,,,,,,
